44.1037198,5.4714766
44.1032573,5.4699236

44.1032573,5.4699236
44.1031162,5.4668282

44.1031162,5.4668282
44.1022904,5.465889

44.1031162,5.4668282
44.1031158,5.4661311

44.1031158,5.4661311
44.10317,5.465773

44.1040671,5.4663299
44.10317,5.465773

44.10317,5.465773
44.1031241,5.4655715

44.1031241,5.4655715
44.103111,5.4654168

44.103111,5.4654168
44.1031219,5.4650874

44.1031219,5.4650874
44.1032181,5.4647986

44.1032181,5.4647986
44.104446,5.463936

44.1049133,5.4638963
44.1048199,5.4635622

44.1046111,5.4635541
44.1045256,5.463725

44.1052263,5.4633082
44.1048199,5.4635622

44.1048199,5.4635622
44.1046828,5.4635698

44.1046828,5.4635698
44.1046111,5.4635541

44.106575,5.4672826
44.107209,5.4677431

44.107209,5.4677431
44.1101222,5.4694823

44.1101222,5.4694823
44.1158478,5.4727294

44.1158478,5.4727294
44.118554,5.4730799

44.1042299,5.497922
44.1053693,5.4941907

44.1053693,5.4941907
44.1070455,5.4882304

44.1070455,5.4882304
44.1044272,5.4739575

44.1044272,5.4739575
44.1044386,5.4736007

44.1044386,5.4736007
44.1040984,5.4723204

44.1022904,5.465889
44.1017855,5.4656898

44.1017855,5.4656898
44.1006446,5.4651536

44.1044386,5.4736007
44.1054903,5.4721765

44.1054903,5.4721765
44.1056554,5.4723433

44.1056554,5.4723433
44.1123998,5.4841012

44.1123998,5.4841012
44.1145411,5.4860506

44.1145411,5.4860506
44.1146019,5.4862498

44.1046132,5.4639943
44.1048611,5.4640089

44.1045868,5.4638939
44.1046828,5.4635698

44.1043211,5.4634049
44.1045256,5.463725

44.1043211,5.4634049
44.1026778,5.4633614

44.1026778,5.4633614
44.1011016,5.4644748

44.1011016,5.4644748
44.1006446,5.4651536

44.1032181,5.4647986
44.102951,5.4642795

44.0664595,5.4953558
44.0690502,5.4948549

44.0690502,5.4948549
44.0748167,5.4943426

44.0748167,5.4943426
44.078527,5.4928884

44.078527,5.4928884
44.0785957,5.4928234

44.0785957,5.4928234
44.0868211,5.487973

44.0868211,5.487973
44.0869097,5.4878833

44.0869097,5.4878833
44.095413,5.476789

44.095413,5.476789
44.0985594,5.4705712

44.0985594,5.4705712
44.0990527,5.468189

44.1031219,5.4650874
44.1027083,5.4655223

44.1027083,5.4655223
44.1026533,5.4659392

44.1031158,5.4661311
44.102889,5.4661266

44.102889,5.4661266
44.1026533,5.4659392

44.1026533,5.4659392
44.1022904,5.465889

44.1031241,5.4655715
44.102889,5.4661266

44.103111,5.4654168
44.1027083,5.4655223

44.1017855,5.4656898
44.1011016,5.4644748

44.104446,5.463936
44.102951,5.4642795

44.1080673,5.4577681
44.1088632,5.4475068

44.1088632,5.4475068
44.1099808,5.4467648

44.1099808,5.4467648
44.1074689,5.4394219

44.1032573,5.4699236
44.1019579,5.4698503

44.0985594,5.4705712
44.0987192,5.4711522

44.0987192,5.4711522
44.0987887,5.4714599

44.0978931,5.466776
44.0973523,5.4661864

44.1090441,5.4567603
44.1108589,5.4482581

44.1108589,5.4482581
44.1106732,5.4428827

44.1046379,5.4646163
44.1048611,5.4640089

44.1048611,5.4640089
44.1049133,5.4638963

44.1049133,5.4638963
44.1052263,5.4633082

44.1045256,5.463725
44.1045868,5.4638939

44.1046111,5.4635541
44.1043211,5.4634049

44.1045868,5.4638939
44.1046132,5.4639943

44.1046132,5.4639943
44.1046379,5.4646163

44.1006446,5.4651536
44.0990527,5.468189

44.0990527,5.468189
44.0978931,5.466776

44.0978931,5.466776
44.0842846,5.4705611

44.0842846,5.4705611
44.0773807,5.4746359

44.0773807,5.4746359
44.0701146,5.475258

44.0701146,5.475258
44.0700741,5.4752673

44.0869097,5.4878833
44.0842911,5.4830402

44.0994868,5.4821246
44.0968344,5.4817821

44.0785957,5.4928234
44.0759458,5.4873969

44.1044272,5.4739575
44.1026928,5.4760576

44.1026928,5.4760576
44.1026697,5.4761045

44.1026697,5.4761045
44.1025249,5.4763985

44.1025249,5.4763985
44.0994868,5.4821246

44.0994868,5.4821246
44.0985545,5.4846367

44.0985545,5.4846367
44.0966959,5.4850086

44.1099808,5.4467648
44.1108589,5.4482581

44.1108589,5.4482581
44.1155273,5.4526785

44.1155273,5.4526785
44.1166363,5.4557486

44.1166363,5.4557486
44.1176338,5.4582886

44.1158478,5.4727294
44.1150343,5.479378

44.1150343,5.479378
44.1165436,5.4814124

44.1101222,5.4694823
44.1175637,5.4659354

44.1175637,5.4659354
44.11758,5.4654599

44.0700741,5.4752673
44.0725732,5.4661864

44.0690502,5.4948549
44.0709845,5.4880913

44.0709845,5.4880913
44.0705189,5.4881106

44.0705189,5.4881106
44.0701247,5.4882535

44.0709845,5.4880913
44.0704575,5.4867952

44.0704575,5.4867952
44.0685717,5.4802596

44.0704575,5.4867952
44.0705189,5.4881106

44.0690502,5.4948549
44.077313,5.5234849

44.0795795,5.5143911
44.0748167,5.4943426

44.1020942,5.460932
44.1026778,5.4633614

44.0773807,5.4746359
44.0801904,5.4815608

44.0683152,5.4787941
44.0701146,5.475258

44.0664595,5.4953558
44.0664578,5.4962733

44.0450054,5.4919293
44.0658649,5.4954379

44.0658649,5.4954379
44.0645746,5.475198

44.0986117,5.4644403
44.099413,5.4646146

44.099413,5.4646146
44.1003924,5.4650076

44.1003924,5.4650076
44.1006446,5.4651536

44.0923444,5.4583289
44.099413,5.4646146

44.0967312,5.4532533
44.0842846,5.4705611

44.0990971,5.4545885
44.1020942,5.460932

44.0990971,5.4545885
44.1000476,5.4524452

44.1166363,5.4557486
44.1176338,5.4582886

44.1176338,5.4582886
44.118553,5.4590247

44.118553,5.4590247
44.1205144,5.4583302

44.120712,5.4448165
44.1155273,5.4526785

44.1155273,5.4526785
